"Exon ID"	"Gene Symbol"	"Chr"	"Strand"	"Exon Start"	"Exon End"	"Upstream Exon Start"	"Upstream Exon End"	"Downstream Exon Start"	"Downstream Exon End"	"P-value"	"FDR"
"359840|ENSG00000259431.5_3|THTPA|chr14|+|24025951|24026243|24025479|24025552|24027903|24028107"	"ENSG00000259431.5_3"	"THTPA"	"chr14"	"+"	"24025951"	"24026243"	"24025479"	"24025552"	"24027903"	"24028107"	"1.30367994177509e-25"	"2.97088602116054e-25"
"118522|ENSG00000117151.12_2|CTBS|chr1|-|85035613|85035822|85031523|85031695|85036264|85036403"	"ENSG00000117151.12_2"	"CTBS"	"chr1"	"-"	"85035613"	"85035822"	"85031523"	"85031695"	"85036264"	"85036403"	"1.31763632806828e-25"	"3.00204901492164e-25"
"388551|ENSG00000163412.12_2|EIF4E3|chr3|-|71748764|71748859|71743025|71743092|71759562|71759635"	"ENSG00000163412.12_2"	"EIF4E3"	"chr3"	"-"	"71748764"	"71748859"	"71743025"	"71743092"	"71759562"	"71759635"	"1.33035260814906e-25"	"3.03037389276158e-25"
"340475|ENSG00000196510.12_3|ANAPC7|chr12|-|110815197|110815422|110813281|110814021|110819556|110819753"	"ENSG00000196510.12_3"	"ANAPC7"	"chr12"	"-"	"110815197"	"110815422"	"110813281"	"110814021"	"110819556"	"110819753"	"1.36503247363806e-25"	"3.10870624201365e-25"
"128629|ENSG00000160767.20_2|FAM189B|chr1|-|155224190|155224247|155223415|155223523|155224443|155224755"	"ENSG00000160767.20_2"	"FAM189B"	"chr1"	"-"	"155224190"	"155224247"	"155223415"	"155223523"	"155224443"	"155224755"	"1.37668266813247e-25"	"3.13456888463552e-25"
"16665|ENSG00000107959.15_3|PITRM1|chr10|-|3190359|3190483|3189763|3189929|3191812|3191945"	"ENSG00000107959.15_3"	"PITRM1"	"chr10"	"-"	"3190359"	"3190483"	"3189763"	"3189929"	"3191812"	"3191945"	"1.3859262279193e-25"	"3.15494198948972e-25"
"167355|ENSG00000058799.14_2|YIPF1|chr1|-|54354916|54355136|54354579|54354659|54355385|54355453"	"ENSG00000058799.14_2"	"YIPF1"	"chr1"	"-"	"54354916"	"54355136"	"54354579"	"54354659"	"54355385"	"54355453"	"1.38780274179356e-25"	"3.15853953077856e-25"
"308475|ENSG00000064687.12_1|ABCA7|chr19|+|1050919|1051051|1049264|1049436|1051153|1051293"	"ENSG00000064687.12_1"	"ABCA7"	"chr19"	"+"	"1050919"	"1051051"	"1049264"	"1049436"	"1051153"	"1051293"	"1.38842705864415e-25"	"3.15928623435884e-25"
"16668|ENSG00000107959.15_3|PITRM1|chr10|-|3190362|3190483|3189763|3189929|3191812|3191945"	"ENSG00000107959.15_3"	"PITRM1"	"chr10"	"-"	"3190362"	"3190483"	"3189763"	"3189929"	"3191812"	"3191945"	"1.39773660067853e-25"	"3.1797911361426e-25"
"384832|ENSG00000228486.10_3|LINC01125|chr2|+|98310909|98311062|98306718|98306790|98315488|98315511"	"ENSG00000228486.10_3"	"LINC01125"	"chr2"	"+"	"98310909"	"98311062"	"98306718"	"98306790"	"98315488"	"98315511"	"1.4442034600271e-25"	"3.28480057606932e-25"
"121462|ENSG00000131051.22_3|RBM39|chr20|-|34328446|34328519|34326889|34326939|34328745|34328809"	"ENSG00000131051.22_3"	"RBM39"	"chr20"	"-"	"34328446"	"34328519"	"34326889"	"34326939"	"34328745"	"34328809"	"1.44525057190866e-25"	"3.28648131117396e-25"
"209561|ENSG00000154328.15_2|NEIL2|chr8|+|11627682|11627844|11627207|11627300|11628954|11629094"	"ENSG00000154328.15_2"	"NEIL2"	"chr8"	"+"	"11627682"	"11627844"	"11627207"	"11627300"	"11628954"	"11629094"	"1.44568381263271e-25"	"3.28676569211849e-25"
"217208|ENSG00000172456.17_2|FGGY|chr1|+|60139710|60139805|60132954|60133075|60223602|60223664"	"ENSG00000172456.17_2"	"FGGY"	"chr1"	"+"	"60139710"	"60139805"	"60132954"	"60133075"	"60223602"	"60223664"	"1.4776777828751e-25"	"3.35878805506457e-25"
"256793|ENSG00000136280.15_3|CCM2|chr7|+|45109424|45109560|45104061|45104245|45112324|45112382"	"ENSG00000136280.15_3"	"CCM2"	"chr7"	"+"	"45109424"	"45109560"	"45104061"	"45104245"	"45112324"	"45112382"	"1.500660603099e-25"	"3.41030158364603e-25"
"111746|ENSG00000160781.15_2|PAQR6|chr1|-|156215325|156215452|156214944|156215068|156215913|156216041"	"ENSG00000160781.15_2"	"PAQR6"	"chr1"	"-"	"156215325"	"156215452"	"156214944"	"156215068"	"156215913"	"156216041"	"1.51782885342908e-25"	"3.44858217337476e-25"
"399156|ENSG00000128596.16_2|CCDC136|chr7|+|128452761|128452983|128447413|128447599|128457811|128457918"	"ENSG00000128596.16_2"	"CCDC136"	"chr7"	"+"	"128452761"	"128452983"	"128447413"	"128447599"	"128457811"	"128457918"	"1.55876878093122e-25"	"3.54084537777028e-25"
"293314|ENSG00000075234.16_3|TTC38|chr22|+|46677867|46678048|46677495|46677615|46679869|46679929"	"ENSG00000075234.16_3"	"TTC38"	"chr22"	"+"	"46677867"	"46678048"	"46677495"	"46677615"	"46679869"	"46679929"	"1.56055246050577e-25"	"3.54414224686841e-25"
"319228|ENSG00000187735.13_2|TCEA1|chr8|-|54915451|54915652|54912504|54912610|54922989|54923052"	"ENSG00000187735.13_2"	"TCEA1"	"chr8"	"-"	"54915451"	"54915652"	"54912504"	"54912610"	"54922989"	"54923052"	"1.63107835335235e-25"	"3.7035236615931e-25"
"287276|ENSG00000103034.14_3|NDRG4|chr16|+|58534891|58534981|58533993|58534173|58537609|58537807"	"ENSG00000103034.14_3"	"NDRG4"	"chr16"	"+"	"58534891"	"58534981"	"58533993"	"58534173"	"58537609"	"58537807"	"1.64646133406322e-25"	"3.73765647675271e-25"
"366231|ENSG00000131508.15_2|UBE2D2|chr5|+|138941828|138941992|138940751|138941400|138979956|138980020"	"ENSG00000131508.15_2"	"UBE2D2"	"chr5"	"+"	"138941828"	"138941992"	"138940751"	"138941400"	"138979956"	"138980020"	"1.68867710190815e-25"	"3.83267531216225e-25"
"205238|ENSG00000139220.16_3|PPFIA2|chr12|-|81833750|81833825|81799565|81799682|81839334|81839357"	"ENSG00000139220.16_3"	"PPFIA2"	"chr12"	"-"	"81833750"	"81833825"	"81799565"	"81799682"	"81839334"	"81839357"	"1.72854844932133e-25"	"3.92233387489617e-25"
"17210|ENSG00000118200.14_3|CAMSAP2|chr1|+|200817159|200819362|200816337|200816420|200821668|200821805"	"ENSG00000118200.14_3"	"CAMSAP2"	"chr1"	"+"	"200817159"	"200819362"	"200816337"	"200816420"	"200821668"	"200821805"	"1.72912191721041e-25"	"3.92280052053798e-25"
"178242|ENSG00000072110.13_3|ACTN1|chr14|-|69345705|69345786|69345174|69345240|69346678|69346825"	"ENSG00000072110.13_3"	"ACTN1"	"chr14"	"-"	"69345705"	"69345786"	"69345174"	"69345240"	"69346678"	"69346825"	"1.74674572773845e-25"	"3.96194027782445e-25"
"120393|ENSG00000134184.12_3|GSTM1|chr1|+|110233075|110233186|110231846|110231947|110235827|110236010"	"ENSG00000134184.12_3"	"GSTM1"	"chr1"	"+"	"110233075"	"110233186"	"110231846"	"110231947"	"110235827"	"110236010"	"1.76830224026645e-25"	"4.00998158461444e-25"
"147|ENSG00000135549.10|PKIB|chr6|+|122996222|122996289|122954427|122954512|123038931|123039108"	"ENSG00000135549.10"	"PKIB"	"chr6"	"+"	"122996222"	"122996289"	"122954427"	"122954512"	"123038931"	"123039108"	"1.77795347383632e-25"	"4.03101058640824e-25"
"391051|ENSG00000141905.17_3|NFIC|chr19|+|3453760|3453914|3452479|3452664|3462749|3462905"	"ENSG00000141905.17_3"	"NFIC"	"chr19"	"+"	"3453760"	"3453914"	"3452479"	"3452664"	"3462749"	"3462905"	"1.81969181580965e-25"	"4.12476370151114e-25"
"305521|ENSG00000128683.13_3|GAD1|chr2|+|171699078|171699158|171693302|171693393|171700554|171700667"	"ENSG00000128683.13_3"	"GAD1"	"chr2"	"+"	"171699078"	"171699158"	"171693302"	"171693393"	"171700554"	"171700667"	"1.88458845658896e-25"	"4.2709596025332e-25"
"99959|ENSG00000115524.15_2|SF3B1|chr2|-|198283619|198283675|198283232|198283312|198285151|198285266"	"ENSG00000115524.15_2"	"SF3B1"	"chr2"	"-"	"198283619"	"198283675"	"198283232"	"198283312"	"198285151"	"198285266"	"1.9041199823574e-25"	"4.31430626977728e-25"
"121553|ENSG00000137872.16_3|SEMA6D|chr15|+|48060777|48060945|48059233|48059290|48062693|48062962"	"ENSG00000137872.16_3"	"SEMA6D"	"chr15"	"+"	"48060777"	"48060945"	"48059233"	"48059290"	"48062693"	"48062962"	"1.93177215563606e-25"	"4.3760301698935e-25"
"234031|ENSG00000145191.12_3|EIF2B5|chr3|+|183856634|183856727|183855953|183856034|183857867|183857945"	"ENSG00000145191.12_3"	"EIF2B5"	"chr3"	"+"	"183856634"	"183856727"	"183855953"	"183856034"	"183857867"	"183857945"	"1.97824620745925e-25"	"4.48035587227711e-25"
"76945|ENSG00000164828.17_3|SUN1|chr7|+|889156|889240|882977|883157|889559|889670"	"ENSG00000164828.17_3"	"SUN1"	"chr7"	"+"	"889156"	"889240"	"882977"	"883157"	"889559"	"889670"	"2.00059458629411e-25"	"4.53000876068507e-25"
"163344|ENSG00000132635.16_2|PCED1A|chr20|-|2816684|2816960|2815959|2816355|2818877|2819124"	"ENSG00000132635.16_2"	"PCED1A"	"chr20"	"-"	"2816684"	"2816960"	"2815959"	"2816355"	"2818877"	"2819124"	"2.13709487182701e-25"	"4.83806342772979e-25"
"272752|ENSG00000134986.13_3|NREP|chr5|-|111091466|111091623|111071126|111071204|111092832|111092876"	"ENSG00000134986.13_3"	"NREP"	"chr5"	"-"	"111091466"	"111091623"	"111071126"	"111071204"	"111092832"	"111092876"	"2.15785603736284e-25"	"4.88402687573741e-25"
"176987|ENSG00000132388.12_2|UBE2G1|chr17|-|4235068|4235183|4210315|4210418|4269565|4269923"	"ENSG00000132388.12_2"	"UBE2G1"	"chr17"	"-"	"4235068"	"4235183"	"4210315"	"4210418"	"4269565"	"4269923"	"2.20615880268163e-25"	"4.99229442618281e-25"
"396764|ENSG00000149231.11_3|CCDC82|chr11|-|96119100|96119184|96117821|96117925|96119417|96119465"	"ENSG00000149231.11_3"	"CCDC82"	"chr11"	"-"	"96119100"	"96119184"	"96117821"	"96117925"	"96119417"	"96119465"	"2.20770971645215e-25"	"4.99474419303398e-25"
"2363|ENSG00000148814.17_2|LRRC27|chr10|+|134162466|134162561|134161487|134161860|134165110|134165257"	"ENSG00000148814.17_2"	"LRRC27"	"chr10"	"+"	"134162466"	"134162561"	"134161487"	"134161860"	"134165110"	"134165257"	"2.58835408238189e-25"	"5.85467577701015e-25"
"99161|ENSG00000163714.17_3|U2SURP|chr3|+|142742816|142742860|142741694|142741906|142745990|142746095"	"ENSG00000163714.17_3"	"U2SURP"	"chr3"	"+"	"142742816"	"142742860"	"142741694"	"142741906"	"142745990"	"142746095"	"2.67247510377563e-25"	"6.04366984346206e-25"
"129037|ENSG00000204653.9_3|ASPDH|chr19|-|51015917|51016067|51015616|51015837|51016183|51016268"	"ENSG00000204653.9_3"	"ASPDH"	"chr19"	"-"	"51015917"	"51016067"	"51015616"	"51015837"	"51016183"	"51016268"	"2.70305960907459e-25"	"6.11153926876839e-25"
"171393|ENSG00000119772.16_2|DNMT3A|chr2|-|25464430|25464646|25463508|25463599|25466766|25466851"	"ENSG00000119772.16_2"	"DNMT3A"	"chr2"	"-"	"25464430"	"25464646"	"25463508"	"25463599"	"25466766"	"25466851"	"2.83276589865109e-25"	"6.40344389765025e-25"
"261335|ENSG00000136936.10_2|XPA|chr9|-|100451815|100451921|100447204|100447322|100455930|100456041"	"ENSG00000136936.10_2"	"XPA"	"chr9"	"-"	"100451815"	"100451921"	"100447204"	"100447322"	"100455930"	"100456041"	"2.8368597871225e-25"	"6.41133918831563e-25"
"58606|ENSG00000123106.10_3|CCDC91|chr12|+|28412296|28412375|28343359|28343574|28458581|28458727"	"ENSG00000123106.10_3"	"CCDC91"	"chr12"	"+"	"28412296"	"28412375"	"28343359"	"28343574"	"28458581"	"28458727"	"3.07688432622736e-25"	"6.95232443627432e-25"
"65444|ENSG00000173230.15_3|GOLGB1|chr3|-|121387160|121387355|121386907|121387005|121388058|121388202"	"ENSG00000173230.15_3"	"GOLGB1"	"chr3"	"-"	"121387160"	"121387355"	"121386907"	"121387005"	"121388058"	"121388202"	"3.07840454450185e-25"	"6.95428605530867e-25"
"220968|ENSG00000198794.11_3|SCAMP5|chr15|+|75299928|75300069|75287896|75288014|75304132|75304187"	"ENSG00000198794.11_3"	"SCAMP5"	"chr15"	"+"	"75299928"	"75300069"	"75287896"	"75288014"	"75304132"	"75304187"	"3.17405422600378e-25"	"7.16884547232747e-25"
"370354|ENSG00000169972.11_2|PUSL1|chr1|+|1244294|1244352|1243946|1244100|1244465|1244653"	"ENSG00000169972.11_2"	"PUSL1"	"chr1"	"+"	"1244294"	"1244352"	"1243946"	"1244100"	"1244465"	"1244653"	"3.17694639729074e-25"	"7.17385842199995e-25"
"146089|ENSG00000169696.15_3|ASPSCR1|chr17|+|79952696|79952754|79943382|79943483|79966912|79967067"	"ENSG00000169696.15_3"	"ASPSCR1"	"chr17"	"+"	"79952696"	"79952754"	"79943382"	"79943483"	"79966912"	"79967067"	"3.27480262730974e-25"	"7.39326207033412e-25"
"100708|ENSG00000108528.13_2|SLC25A11|chr17|-|4842354|4842507|4842063|4842270|4843110|4843546"	"ENSG00000108528.13_2"	"SLC25A11"	"chr17"	"-"	"4842354"	"4842507"	"4842063"	"4842270"	"4843110"	"4843546"	"3.29407321592669e-25"	"7.43519383023453e-25"
"175769|ENSG00000118096.7_2|IFT46|chr11|-|118428452|118428605|118427620|118427760|118430499|118430579"	"ENSG00000118096.7_2"	"IFT46"	"chr11"	"-"	"118428452"	"118428605"	"118427620"	"118427760"	"118430499"	"118430579"	"3.34324441024677e-25"	"7.54458350302196e-25"
"191093|ENSG00000113649.11_2|TCERG1|chr5|+|145847903|145847966|145843113|145843356|145849106|145849307"	"ENSG00000113649.11_2"	"TCERG1"	"chr5"	"+"	"145847903"	"145847966"	"145843113"	"145843356"	"145849106"	"145849307"	"3.44680216762491e-25"	"7.77663319604816e-25"
"242464|ENSG00000136754.16_3|ABI1|chr10|-|27047990|27048164|27040526|27040712|27054146|27054247"	"ENSG00000136754.16_3"	"ABI1"	"chr10"	"-"	"27047990"	"27048164"	"27040526"	"27040712"	"27054146"	"27054247"	"3.47660661349682e-25"	"7.84221859833832e-25"
"395676|ENSG00000251503.8_3|APITD1-CORT|chr1|+|10502321|10502498|10500403|10500470|10511433|10511468"	"ENSG00000251503.8_3"	"APITD1-CORT"	"chr1"	"+"	"10502321"	"10502498"	"10500403"	"10500470"	"10511433"	"10511468"	"3.83126124715012e-25"	"8.6403893425367e-25"
"5114|ENSG00000173436.13_3|MINOS1|chr1|+|19943751|19943830|19923494|19923603|19952880|19953117"	"ENSG00000173436.13_3"	"MINOS1"	"chr1"	"+"	"19943751"	"19943830"	"19923494"	"19923603"	"19952880"	"19953117"	"3.88947725600729e-25"	"8.76982556772045e-25"
"293948|ENSG00000133739.15_2|LRRCC1|chr8|+|86035647|86035841|86025166|86025334|86037026|86037174"	"ENSG00000133739.15_2"	"LRRCC1"	"chr8"	"+"	"86035647"	"86035841"	"86025166"	"86025334"	"86037026"	"86037174"	"3.98819702023796e-25"	"8.99051389153199e-25"
"91527|ENSG00000089063.14_2|TMEM230|chr20|-|5092409|5092454|5089977|5090091|5093375|5093399"	"ENSG00000089063.14_2"	"TMEM230"	"chr20"	"-"	"5092409"	"5092454"	"5089977"	"5090091"	"5093375"	"5093399"	"4.0508782716765e-25"	"9.12988520021764e-25"
"64976|ENSG00000073578.16_3|SDHA|chr5|+|251452|251583|240472|240591|254507|254621"	"ENSG00000073578.16_3"	"SDHA"	"chr5"	"+"	"251452"	"251583"	"240472"	"240591"	"254507"	"254621"	"4.18282556934071e-25"	"9.42527671604028e-25"
"230079|ENSG00000101474.11_3|APMAP|chr20|-|24949527|24949720|24943560|24944658|24950161|24950296"	"ENSG00000101474.11_3"	"APMAP"	"chr20"	"-"	"24949527"	"24949720"	"24943560"	"24944658"	"24950161"	"24950296"	"4.25456810382138e-25"	"9.58491103237326e-25"
"246950|ENSG00000111907.20_3|TPD52L1|chr6|+|125574862|125574901|125569427|125569529|125578243|125578304"	"ENSG00000111907.20_3"	"TPD52L1"	"chr6"	"+"	"125574862"	"125574901"	"125569427"	"125569529"	"125578243"	"125578304"	"4.2595403453534e-25"	"9.5940861210547e-25"
"170874|ENSG00000188933.14_2|USP32P1|chr17|+|16695140|16695367|16690303|16690436|16699356|16699548"	"ENSG00000188933.14_2"	"USP32P1"	"chr17"	"+"	"16695140"	"16695367"	"16690303"	"16690436"	"16699356"	"16699548"	"4.43126920233889e-25"	"9.97877661379735e-25"
"218075|ENSG00000156642.16_2|NPTN|chr15|-|73884306|73884478|73866002|73866136|73925465|73925584"	"ENSG00000156642.16_2"	"NPTN"	"chr15"	"-"	"73884306"	"73884478"	"73866002"	"73866136"	"73925465"	"73925584"	"4.46749647670119e-25"	"1.0058233042858e-24"
"206622|ENSG00000103707.9_3|MTFMT|chr15|-|65313851|65313954|65312534|65312610|65319168|65319269"	"ENSG00000103707.9_3"	"MTFMT"	"chr15"	"-"	"65313851"	"65313954"	"65312534"	"65312610"	"65319168"	"65319269"	"4.49498141579743e-25"	"1.01179773743097e-24"
"378570|ENSG00000113761.11_3|ZNF346|chr5|+|176477703|176477937|176468778|176468871|176489058|176489152"	"ENSG00000113761.11_3"	"ZNF346"	"chr5"	"+"	"176477703"	"176477937"	"176468778"	"176468871"	"176489058"	"176489152"	"4.57946730139657e-25"	"1.03059756846158e-24"
"222186|ENSG00000137312.14_2|FLOT1|chr6|-|30709568|30709644|30708966|30709110|30709923|30709980"	"ENSG00000137312.14_2"	"FLOT1"	"chr6"	"-"	"30709568"	"30709644"	"30708966"	"30709110"	"30709923"	"30709980"	"4.60785231440421e-25"	"1.03676677074095e-24"
"194341|ENSG00000214013.9_3|GANC|chr15|+|42573114|42573331|42570679|42570788|42575808|42576587"	"ENSG00000214013.9_3"	"GANC"	"chr15"	"+"	"42573114"	"42573331"	"42570679"	"42570788"	"42575808"	"42576587"	"4.64183227091835e-25"	"1.04419196729264e-24"
"374072|ENSG00000182109.7_3|RP11-69E11.4|chr1|-|39989233|39989369|39987951|39988177|39990507|39990548"	"ENSG00000182109.7_3"	"RP11-69E11.4"	"chr1"	"-"	"39989233"	"39989369"	"39987951"	"39988177"	"39990507"	"39990548"	"4.67565476037923e-25"	"1.05157861702751e-24"
"328443|ENSG00000164896.19_2|FASTK|chr7|-|150776586|150777009|150775928|150776108|150777771|150777877"	"ENSG00000164896.19_2"	"FASTK"	"chr7"	"-"	"150776586"	"150777009"	"150775928"	"150776108"	"150777771"	"150777877"	"4.71731983920617e-25"	"1.06072561849323e-24"
"280508|ENSG00000117523.15_3|PRRC2C|chr1|+|171560290|171560339|171557517|171557644|171560725|171561362"	"ENSG00000117523.15_3"	"PRRC2C"	"chr1"	"+"	"171560290"	"171560339"	"171557517"	"171557644"	"171560725"	"171561362"	"4.94092627149476e-25"	"1.11077105154915e-24"
"80887|ENSG00000104164.10_3|BLOC1S6|chr15|+|45895301|45895385|45879549|45879723|45897625|45897712"	"ENSG00000104164.10_3"	"BLOC1S6"	"chr15"	"+"	"45895301"	"45895385"	"45879549"	"45879723"	"45897625"	"45897712"	"4.9570659579202e-25"	"1.11416456145878e-24"
"396203|ENSG00000122435.9_2|TRMT13|chr1|+|100605737|100605807|100605204|100605267|100605963|100606070"	"ENSG00000122435.9_2"	"TRMT13"	"chr1"	"+"	"100605737"	"100605807"	"100605204"	"100605267"	"100605963"	"100606070"	"5.23076419529972e-25"	"1.17543405273644e-24"
"287912|ENSG00000078403.16_3|MLLT10|chr10|+|21971153|21971186|21970260|21970305|22002700|22002879"	"ENSG00000078403.16_3"	"MLLT10"	"chr10"	"+"	"21971153"	"21971186"	"21970260"	"21970305"	"22002700"	"22002879"	"5.24886210130175e-25"	"1.1792524607201e-24"
"345638|ENSG00000169299.13_2|PGM2|chr4|+|37845984|37846174|37841687|37841881|37847253|37847351"	"ENSG00000169299.13_2"	"PGM2"	"chr4"	"+"	"37845984"	"37846174"	"37841687"	"37841881"	"37847253"	"37847351"	"5.25639747277393e-25"	"1.18069669433728e-24"
"246587|ENSG00000129187.14_3|DCTD|chr4|-|183837571|183837692|183836613|183836728|183838440|183838542"	"ENSG00000129187.14_3"	"DCTD"	"chr4"	"-"	"183837571"	"183837692"	"183836613"	"183836728"	"183838440"	"183838542"	"5.35424322319013e-25"	"1.20242164614282e-24"
"344117|ENSG00000198208.11_3|RPS6KL1|chr14|-|75374137|75374233|75370656|75373827|75375552|75375635"	"ENSG00000198208.11_3"	"RPS6KL1"	"chr14"	"-"	"75374137"	"75374233"	"75370656"	"75373827"	"75375552"	"75375635"	"5.40894972473804e-25"	"1.21445155398592e-24"
"123938|ENSG00000072803.17_2|FBXW11|chr5|-|171384600|171384702|171341346|171341409|171423893|171424055"	"ENSG00000072803.17_2"	"FBXW11"	"chr5"	"-"	"171384600"	"171384702"	"171341346"	"171341409"	"171423893"	"171424055"	"5.5250346972357e-25"	"1.24025457895219e-24"
"103391|ENSG00000127419.16_3|TMEM175|chr4|+|941496|941680|926174|926328|944208|944306"	"ENSG00000127419.16_3"	"TMEM175"	"chr4"	"+"	"941496"	"941680"	"926174"	"926328"	"944208"	"944306"	"5.59100093468233e-25"	"1.254798505227e-24"
"242570|ENSG00000163684.11_3|RPP14|chr3|+|58296035|58296133|58291988|58292378|58296233|58296318"	"ENSG00000163684.11_3"	"RPP14"	"chr3"	"+"	"58296035"	"58296133"	"58291988"	"58292378"	"58296233"	"58296318"	"5.73837499767356e-25"	"1.28760297391518e-24"
"266223|ENSG00000080845.17_2|DLGAP4|chr20|+|35071129|35071180|35068156|35068271|35075099|35075340"	"ENSG00000080845.17_2"	"DLGAP4"	"chr20"	"+"	"35071129"	"35071180"	"35068156"	"35068271"	"35075099"	"35075340"	"5.74114860916469e-25"	"1.28795435247668e-24"
"272317|ENSG00000090857.13_2|PDPR|chr16|+|70187293|70187476|70182366|70182456|70190377|70190517"	"ENSG00000090857.13_2"	"PDPR"	"chr16"	"+"	"70187293"	"70187476"	"70182366"	"70182456"	"70190377"	"70190517"	"5.88659979118696e-25"	"1.3203067670454e-24"
"306605|ENSG00000146067.15_2|FAM193B|chr5|-|176974168|176974229|176965905|176966148|176981249|176981459"	"ENSG00000146067.15_2"	"FAM193B"	"chr5"	"-"	"176974168"	"176974229"	"176965905"	"176966148"	"176981249"	"176981459"	"5.9120891108351e-25"	"1.32574496146039e-24"
"188696|ENSG00000132153.14_2|DHX30|chr3|+|47860725|47860754|47859511|47859607|47868836|47868967"	"ENSG00000132153.14_2"	"DHX30"	"chr3"	"+"	"47860725"	"47860754"	"47859511"	"47859607"	"47868836"	"47868967"	"6.03546122068481e-25"	"1.35312579185629e-24"
"5938|ENSG00000104177.17_2|MYEF2|chr15|-|48441228|48441280|48426827|48435268|48441359|48441523"	"ENSG00000104177.17_2"	"MYEF2"	"chr15"	"-"	"48441228"	"48441280"	"48426827"	"48435268"	"48441359"	"48441523"	"6.158861249198e-25"	"1.38050137080069e-24"
"304665|ENSG00000166352.15_3|C11orf74|chr11|+|36657600|36657667|36654833|36654988|36669565|36669705"	"ENSG00000166352.15_3"	"C11orf74"	"chr11"	"+"	"36657600"	"36657667"	"36654833"	"36654988"	"36669565"	"36669705"	"6.38684218635588e-25"	"1.43130220461201e-24"
"331024|ENSG00000185437.13_3|SH3BGR|chr21|+|40880924|40880954|40871748|40871841|40887014|40887134"	"ENSG00000185437.13_3"	"SH3BGR"	"chr21"	"+"	"40880924"	"40880954"	"40871748"	"40871841"	"40887014"	"40887134"	"6.7472344754484e-25"	"1.51174906892137e-24"
"244194|ENSG00000136059.14_2|VILL|chr3|+|38044658|38044804|38043192|38043351|38045745|38045890"	"ENSG00000136059.14_2"	"VILL"	"chr3"	"+"	"38044658"	"38044804"	"38043192"	"38043351"	"38045745"	"38045890"	"6.9764533700111e-25"	"1.56277830689285e-24"
"361585|ENSG00000175634.14_3|RPS6KB2|chr11|+|67198838|67198986|67196997|67197066|67200070|67200128"	"ENSG00000175634.14_3"	"RPS6KB2"	"chr11"	"+"	"67198838"	"67198986"	"67196997"	"67197066"	"67200070"	"67200128"	"6.98237593226906e-25"	"1.56377655013964e-24"
"78662|ENSG00000170004.16_3|CHD3|chr17|+|7810918|7811020|7810670|7810806|7811211|7811337"	"ENSG00000170004.16_3"	"CHD3"	"chr17"	"+"	"7810918"	"7811020"	"7810670"	"7810806"	"7811211"	"7811337"	"7.14039048892162e-25"	"1.59882982499158e-24"
"228080|ENSG00000114735.9_3|HEMK1|chr3|+|50615256|50615306|50614939|50615004|50617274|50617370"	"ENSG00000114735.9_3"	"HEMK1"	"chr3"	"+"	"50615256"	"50615306"	"50614939"	"50615004"	"50617274"	"50617370"	"7.59848512509517e-25"	"1.70104626068724e-24"
"317866|ENSG00000100600.14_3|LGMN|chr14|-|93170984|93171052|93170153|93170706|93176016|93176217"	"ENSG00000100600.14_3"	"LGMN"	"chr14"	"-"	"93170984"	"93171052"	"93170153"	"93170706"	"93176016"	"93176217"	"7.76551714048488e-25"	"1.73807429807495e-24"
"242480|ENSG00000136754.16_3|ABI1|chr10|-|27052808|27052889|27040526|27040712|27054146|27054247"	"ENSG00000136754.16_3"	"ABI1"	"chr10"	"-"	"27052808"	"27052889"	"27040526"	"27040712"	"27054146"	"27054247"	"7.78480603287652e-25"	"1.74202594084406e-24"
"292616|ENSG00000025434.18_3|NR1H3|chr11|+|47280730|47280810|47270506|47270550|47281341|47281530"	"ENSG00000025434.18_3"	"NR1H3"	"chr11"	"+"	"47280730"	"47280810"	"47270506"	"47270550"	"47281341"	"47281530"	"7.82575300612497e-25"	"1.75082139312613e-24"
"111935|ENSG00000122678.16_3|POLM|chr7|-|44116107|44116228|44113381|44114129|44118338|44118410"	"ENSG00000122678.16_3"	"POLM"	"chr7"	"-"	"44116107"	"44116228"	"44113381"	"44114129"	"44118338"	"44118410"	"7.90039947525931e-25"	"1.76715101517702e-24"
"226497|ENSG00000129116.17_3|PALLD|chr4|+|169798873|169799545|169753191|169753322|169812072|169812208"	"ENSG00000129116.17_3"	"PALLD"	"chr4"	"+"	"169798873"	"169799545"	"169753191"	"169753322"	"169812072"	"169812208"	"7.96365505246527e-25"	"1.78092642345444e-24"
"361001|ENSG00000168118.11_3|RAB4A|chr1|+|229424475|229424590|229406878|229407117|229431594|229431657"	"ENSG00000168118.11_3"	"RAB4A"	"chr1"	"+"	"229424475"	"229424590"	"229406878"	"229407117"	"229431594"	"229431657"	"8.11214733313723e-25"	"1.81375369618257e-24"
"83695|ENSG00000140488.15_3|CELF6|chr15|-|72580878|72580959|72580648|72580792|72581208|72581271"	"ENSG00000140488.15_3"	"CELF6"	"chr15"	"-"	"72580878"	"72580959"	"72580648"	"72580792"	"72581208"	"72581271"	"8.39132467009567e-25"	"1.87578028938525e-24"
"357824|ENSG00000101052.12_2|IFT52|chr20|+|42246882|42246993|42242538|42242616|42247579|42247666"	"ENSG00000101052.12_2"	"IFT52"	"chr20"	"+"	"42246882"	"42246993"	"42242538"	"42242616"	"42247579"	"42247666"	"8.63204764308995e-25"	"1.92918667463442e-24"
