"Exon ID"	"Gene Symbol"	"Chr"	"Strand"	"Exon Start"	"Exon End"	"Upstream Exon Start"	"Upstream Exon End"	"Downstream Exon Start"	"Downstream Exon End"	"P-value"	"FDR"
"160976|ENSG00000251322.7_3|SHANK3|chr22|+|51150042|51150066|51144499|51144580|51153344|51153475"	"ENSG00000251322.7_3"	"SHANK3"	"chr22"	"+"	"51150042"	"51150066"	"51144499"	"51144580"	"51153344"	"51153475"	"0.000877564685641713"	"0.0484644282110042"
"361292|ENSG00000122203.14_2|KIAA1191|chr5|-|175786483|175786570|175782573|175782752|175786813|175786921"	"ENSG00000122203.14_2"	"KIAA1191"	"chr5"	"-"	"175786483"	"175786570"	"175782573"	"175782752"	"175786813"	"175786921"	"0.000881256780260228"	"0.0484644282110042"
"91910|ENSG00000085978.21_2|ATG16L1|chr2|+|234182636|234182687|234182366|234182423|234183321|234183384"	"ENSG00000085978.21_2"	"ATG16L1"	"chr2"	"+"	"234182636"	"234182687"	"234182366"	"234182423"	"234183321"	"234183384"	"0.000881261057252977"	"0.0484644282110042"
"140164|ENSG00000106772.17_3|PRUNE2|chr9|-|79234255|79234303|79226291|79229516|79244107|79244206"	"ENSG00000106772.17_3"	"PRUNE2"	"chr9"	"-"	"79234255"	"79234303"	"79226291"	"79229516"	"79244107"	"79244206"	"0.000881652412249102"	"0.0484644282110042"
"56532|ENSG00000099889.13_2|ARVCF|chr22|-|19964228|19964246|19963208|19963280|19964937|19965109"	"ENSG00000099889.13_2"	"ARVCF"	"chr22"	"-"	"19964228"	"19964246"	"19963208"	"19963280"	"19964937"	"19965109"	"0.00088612878585521"	"0.0484644282110042"
"104878|ENSG00000157538.13_2|DSCR3|chr21|-|38612796|38612940|38604677|38604752|38639538|38639619"	"ENSG00000157538.13_2"	"DSCR3"	"chr21"	"-"	"38612796"	"38612940"	"38604677"	"38604752"	"38639538"	"38639619"	"0.000893146946795405"	"0.0485990417733316"
"133613|ENSG00000111731.12_3|C2CD5|chr12|-|22671973|22672173|22671029|22671071|22676359|22676558"	"ENSG00000111731.12_3"	"C2CD5"	"chr12"	"-"	"22671973"	"22672173"	"22671029"	"22671071"	"22676359"	"22676558"	"0.000912461033233789"	"0.0491195877347346"
"172821|ENSG00000127990.15_2|SGCE|chr7|-|94229008|94229035|94228086|94228275|94229957|94230052"	"ENSG00000127990.15_2"	"SGCE"	"chr7"	"-"	"94229008"	"94229035"	"94228086"	"94228275"	"94229957"	"94230052"	"0.000916749516499215"	"0.0491195877347346"
"224541|ENSG00000138246.15_3|DNAJC13|chr3|+|132256001|132256110|132249841|132249941|132257019|132257352"	"ENSG00000138246.15_3"	"DNAJC13"	"chr3"	"+"	"132256001"	"132256110"	"132249841"	"132249941"	"132257019"	"132257352"	"0.00092079985422997"	"0.0491195877347346"
"366627|ENSG00000100280.16_2|AP1B1|chr22|-|29735742|29735763|29734978|29735122|29736644|29736846"	"ENSG00000100280.16_2"	"AP1B1"	"chr22"	"-"	"29735742"	"29735763"	"29734978"	"29735122"	"29736644"	"29736846"	"0.000921136197557141"	"0.0491195877347346"
